date,BTC,ETH,LTC,XRP,ADA,AAPL,MSFT,AMZN,TSLA,GOOGL
6/02/2018,-0.175992028,-0.180354275,-0.187412733,-0.175496976,-0.215289786,0.041791808,0.037840909,0.038014388,0.002521538,0.020745677
7/02/2018,0.125388357,0.148215108,0.161396237,0.12485475,0.161168815,-0.021407103,-0.018832804,-0.018061601,0.033026919,-0.026760602
9/02/2018,0.078427795,0.074392555,0.076123643,0.061939194,0.036689245,0.008121173,0.037289731,-0.008071085,-0.0152587,0.038264977
12/02/2018,-0.047353367,-0.043377257,-0.023630376,-0.067112302,-0.076204459,0.040278755,0.010773418,0.034808898,0.017105857,0.007923385
13/02/2018,0.090928355,0.055620672,0.070598654,0.078622187,0.047199152,0.010017823,0.007853697,0.020400655,0.025116397,-0.00039827
14/02/2018,-0.044115353,-0.033578244,-0.025008408,-0.061965851,-0.046147971,0.018437386,0.010909496,0.025832267,-0.004171044,0.017606769
15/02/2018,0.106800633,0.097504664,0.35130533,0.119525138,0.087344433,0.0335783,0.020372206,0.007380862,0.036471099,0.017395358
16/02/2018,0.072608472,0.014443577,0.042233942,0.000601218,0.013394674,-0.003237181,-0.007122815,-0.008941276,0.004265637,0.003793432
20/02/2018,0.055082874,0.014422807,0.028813018,0.014450509,0.01318006,-0.003363684,0.007826087,0.013570881,-0.002146115,0.007384756
21/02/2018,0.035961792,-0.027277231,0.07622688,-0.040585507,-0.046790932,-0.004538842,-0.013265746,0.009922702,-0.004391074,0.009206318
22/02/2018,-0.132910347,-0.103923158,-0.180982089,-0.1359866,-0.114257784,0.008359151,0.002623238,0.001631915,0.038613861,-0.00345679
23/02/2018,0.005942793,0.004099717,0.006293455,0.006894692,0.005911858,0.017391304,0.025400632,0.009869794,0.016985874,0.016388864
